chapter,code,description
03,0302720000-00-00,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03,0302730000-00-00,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
03,0302740000-00-00,Eels (Anguilla spp.)
03,0302790000-00-00,Other
03,030281**00-**-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0302811*00-1*-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0302811500-15-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0302813000-30-00,Porbeagle shark (Lamna nasus)
03,0302814000-40-00,Blue shark (Prionace glauca)
03,0302818000-80-00,Other
03,0302820000-00-00,Rays and skates (Rajidae)
03,0302830000-00-00,Toothfish (Dissostichus spp.)
03,030284**00-**-00,European sea bass (Dicentrarchus labrax)
03,0302841000-10-00,European sea bass (Dicentrarchus labrax)
03,0302849000-90-00,Other
03,030285**00-**-00,Of the species Dentex dentex or Pagellus spp.
03,0302851000-10-00,Of the species Dentex dentex or Pagellus spp.
03,0302853000-30-00,Gilt-head sea bream (Sparus aurata)
03,0302859000-90-00,Other
03,030289**00-**-00,Freshwater fish
03,0302891000-10-00,Freshwater fish
03,0302892*00-2*-00,For the industrial manufacture of products of heading 1604
03,0302892100-21-00,For the industrial manufacture of products of heading 1604
03,0302892900-29-00,Other
03,0302893*00-3*-00,Of the species Sebastes marinus
03,0302893100-31-00,Of the species Sebastes marinus
03,0302893900-39-00,Other
03,0302894000-40-00,Ray's bream (Brama spp.)
03,0302895000-50-00,Monkfish (Lophius spp.)
03,0302896000-60-00,Pink cusk-eel (Genypterus blacodes)
03,0302899000-90-00,Other
03,0302910000-00-00,"Livers, roes and milt"
03,0302920000-00-00,Shark fins
03,0302990000-00-00,Other
03,0303110000-00-00,Sockeye salmon (red salmon) (Oncorhynchus nerka)
03,0303120000-00-00,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)"
03,0303130000-00-00,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)
03,030314**00-**-00,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster
03,0303141000-10-00,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster
03,0303142000-20-00,"Of the species Oncorhynchus mykiss, with heads and gills on, gutted, weighing more than 1,2 kg each, or with heads off, gilled and gutted, weighing more than 1 kg each"
03,0303149000-90-00,Other
03,0303190000-00-00,Other
03,0303230000-00-00,Tilapias (Oreochromis spp.)
03,0303240000-00-00,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03,0303250000-00-00,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
03,0303260000-00-00,Eels (Anguilla spp.)
03,0303290000-00-00,Other
03,030331**00-**-00,Lesser or Greenland halibut (Reinhardtius hippoglossoides)
03,0303311000-10-00,Lesser or Greenland halibut (Reinhardtius hippoglossoides)
03,0303313000-30-00,Atlantic halibut (Hippoglossus hippoglossus)
03,0303319000-90-00,Pacific halibut (Hippoglossus stenolepis)
03,0303320000-00-00,Plaice (Pleuronectes platessa)
03,0303330000-00-00,Sole (Solea spp.)
03,0303340000-00-00,Turbots (Psetta maxima)
03,030339**00-**-00,Flounder (Platichthys flesus)
03,0303391000-10-00,Flounder (Platichthys flesus)
03,0303393000-30-00,Fish of the genus Rhombosolea
03,0303395000-50-00,Fish of the species Pelotreis flavilatus or Peltorhamphus novaezelandiae
03,0303398*00-8*-00,Other
03,0303398500-85-00,Other
03,030341**00-**-00,For the industrial manufacture of products of heading 1604
03,0303411000-10-00,For the industrial manufacture of products of heading 1604
03,0303419000-90-00,Other
03,030342**00-**-00,For the industrial manufacture of products of heading 1604
03,0303422000-20-00,For the industrial manufacture of products of heading 1604
03,0303429000-90-00,Other
03,030343**00-**-00,For the industrial manufacture of products of heading 1604
03,0303431000-10-00,For the industrial manufacture of products of heading 1604
03,0303439000-90-00,Other
03,030344**00-**-00,For the industrial manufacture of products of heading 1604
03,0303441000-10-00,For the industrial manufacture of products of heading 1604
03,0303449000-90-00,Other
03,030345**00-**-00,For the industrial manufacture of products of heading 1604
03,0303451*00-1*-00,For the industrial manufacture of products of heading 1604
03,0303451200-12-00,For the industrial manufacture of products of heading 1604
03,0303451800-18-00,Other
03,0303459*00-9*-00,For the industrial manufacture of products of heading 1604
03,0303459100-91-00,For the industrial manufacture of products of heading 1604
03,0303459900-99-00,Other
03,030346**00-**-00,For the industrial manufacture of products of heading 1604
03,0303461000-10-00,For the industrial manufacture of products of heading 1604
03,0303469000-90-00,Other
03,030349**00-**-00,For the industrial manufacture of products of heading 1604
03,0303492000-20-00,For the industrial manufacture of products of heading 1604
03,0303498*00-8*-00,Other
03,0303498500-85-00,Other
03,0303510000-00-00,"Herrings (Clupea harengus, Clupea pallasii)"
03,030353**00-**-00,Sardines of the species Sardina pilchardus
03,0303531000-10-00,Sardines of the species Sardina pilchardus
03,0303533000-30-00,Sardines of the genus Sardinops; sardinella (Sardinella spp.)
03,0303539000-90-00,Brisling or sprats (Sprattus sprattus)
03,030354**00-**-00,Of the species Scomber scombrus or Scomber japonicus
03,0303541000-10-00,Of the species Scomber scombrus or Scomber japonicus
03,0303549000-90-00,Of the species Scomber australasicus
03,030355**00-**-00,Atlantic horse mackerel (Trachurus trachurus)
03,0303551000-10-00,Atlantic horse mackerel (Trachurus trachurus)
03,0303553000-30-00,Chilean jack mackerel (Trachurus murphyi)
03,0303559000-90-00,Other
03,0303560000-00-00,Cobia (Rachycentron canadum)
03,0303570000-00-00,Swordfish (Xiphias gladius)
03,030359**00-**-00,Anchovies (Engraulis spp.)
03,0303591000-10-00,Anchovies (Engraulis spp.)
03,0303592*00-2*-00,For the industrial manufacture of products of heading 1604
03,0303592100-21-00,For the industrial manufacture of products of heading 1604
03,0303592900-29-00,Other
03,0303599000-90-00,Other
03,030363**00-**-00,Of the species Gadus morhua
03,0303631000-10-00,Of the species Gadus morhua
03,0303633000-30-00,Of the species Gadus ogac
03,0303639000-90-00,Of the species Gadus macrocephalus
03,0303640000-00-00,Haddock (Melanogrammus aeglefinus)
03,0303650000-00-00,Coalfish (Pollachius virens)
03,030366**00-**-00,Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)
03,0303661*00-1*-00,Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)
03,0303661100-11-00,Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)
03,0303661200-12-00,Argentine hake (Southwest Atlantic hake) (Merluccius hubbsi)
03,0303661300-13-00,Southern hake (Merluccius australis)
03,0303661900-19-00,Other
03,0303669000-90-00,Hake of the genus Urophycis
03,0303670000-00-00,Alaska pollock (Theragra chalcogramma)
03,030368**00-**-00,"Blue whiting (Micromesistius poutassou, Gadus poutassou)"
03,0303681000-10-00,"Blue whiting (Micromesistius poutassou, Gadus poutassou)"
03,0303689000-90-00,Southern blue whiting (Micromesistius australis)
03,030369**00-**-00,Polar cod (Boreogadus saida)
03,0303691000-10-00,Polar cod (Boreogadus saida)
03,0303693000-30-00,Whiting (Merlangius merlangus)
03,0303695000-50-00,Pollack (Pollachius pollachius)
03,0303697000-70-00,Blue grenadier (Macruronus novaezelandiae)
03,0303698000-80-00,Ling (Molva spp.)
03,0303699000-90-00,Other
03,030381**00-**-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0303811*00-1*-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0303811500-15-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0303813000-30-00,Porbeagle shark (Lamna nasus)
03,0303814000-40-00,Blue shark (Prionace glauca)
03,0303819000-90-00,Other
03,0303820000-00-00,Rays and skates (Rajidae)
03,0303830000-00-00,Toothfish (Dissostichus spp.)
03,030384**00-**-00,European sea bass (Dicentrarchus labrax)
03,0303841000-10-00,European sea bass (Dicentrarchus labrax)
03,0303849000-90-00,Other
03,030389**00-**-00,Freshwater fish
03,0303891000-10-00,Freshwater fish
03,0303892*00-2*-00,For the industrial manufacture of products of heading 1604
03,0303892100-21-00,For the industrial manufacture of products of heading 1604
03,0303892900-29-00,Other
03,0303893*00-3*-00,Of the species Sebastes marinus
03,0303893100-31-00,Of the species Sebastes marinus
03,0303893900-39-00,Other
03,0303894000-40-00,Fish of the species Orcynopsis unicolor
03,0303895*00-5*-00,Gilt-head sea bream (Sparus aurata)
03,0303895000-50-00,"Sea bream (Dentex dentex, Pagellus spp.)"
03,0303895500-55-00,Gilt-head sea bream (Sparus aurata)
03,0303896*00-6*-00,Monkfish (Lophius spp.)
03,0303896000-60-00,Ray's bream (Brama spp.)
03,0303896500-65-00,Monkfish (Lophius spp.)
03,0303897000-70-00,Pink cusk-eel (Genypterus blacodes)
03,0303899000-90-00,Other
03,030391**00-**-00,Hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate(E0013)
03,0303911000-10-00,Hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate(E0013)
03,0303919000-90-00,Other
03,0303920000-00-00,Shark fins
03,0303990000-00-00,Other
03,0304310000-00-00,Tilapias (Oreochromis spp.)
03,0304320000-00-00,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03,0304330000-00-00,Nile perch (Lates niloticus)
03,0304390000-00-00,Other
03,0304410000-00-00,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
03,030442**00-**-00,"Of the species Oncorhynchus mykiss, weighing more than 400 g each"
03,0304421000-10-00,"Of the species Oncorhynchus mykiss, weighing more than 400 g each"
03,0304425000-50-00,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster
03,0304429000-90-00,Other
03,0304430000-00-00,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
03,030444**00-**-00,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) and Polar cod (Boreogadus saida)"
03,0304441000-10-00,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) and Polar cod (Boreogadus saida)"
03,0304443000-30-00,Coalfish (Pollachius virens)
03,0304449000-90-00,Other
03,0304450000-00-00,Swordfish (Xiphias gladius)
03,0304460000-00-00,Toothfish (Dissostichus spp.)
03,030447**00-**-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0304471000-10-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0304472000-20-00,Porbeagle shark (Lamna nasus)
03,0304473000-30-00,Blue shark (Prionace glauca)
03,0304479000-90-00,Other
03,0304480000-00-00,Rays and skates (Rajidae)
03,030449**00-**-00,Freshwater fish
03,0304491000-10-00,Freshwater fish
03,0304495000-50-00,Redfish (Sebastes spp.)
03,0304499000-90-00,Other
03,0304510000-00-00,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
03,0304520000-00-00,Salmonidae
03,0304530000-00-00,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
03,0304540000-00-00,Swordfish (Xiphias gladius)
03,0304550000-00-00,Toothfish (Dissostichus spp.)
03,030456**00-**-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0304561000-10-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0304562000-20-00,Porbeagle shark (Lamna nasus)
03,0304563000-30-00,Blue shark (Prionace glauca)
03,0304569000-90-00,Other
03,0304570000-00-00,Rays and skates (Rajidae)
03,030459**00-**-00,Freshwater fish
03,0304591000-10-00,Freshwater fish
03,0304595000-50-00,Flaps of herring
03,0304599000-90-00,Other
03,0304610000-00-00,Tilapias (Oreochromis spp.)
03,0304620000-00-00,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03,0304630000-00-00,Nile perch (Lates niloticus)
03,0304690000-00-00,Other
03,030471**00-**-00,Cod of the species Gadus macrocephalus
03,0304711000-10-00,Cod of the species Gadus macrocephalus
03,0304719000-90-00,Other
03,0304720000-00-00,Haddock (Melanogrammus aeglefinus)
03,0304730000-00-00,Coalfish (Pollachius virens)
03,030474**00-**-00,Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)
03,0304741*00-1*-00,Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)
03,0304741100-11-00,Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)
03,0304741500-15-00,Argentine hake (Southwest Atlantic hake) (Merluccius hubbsi)
03,0304741900-19-00,Other
03,0304749000-90-00,Hake of the genus Urophycis
03,0304750000-00-00,Alaska pollock (Theragra chalcogramma)
03,030479**00-**-00,Polar cod (Boreogadus saida)
03,0304791000-10-00,Polar cod (Boreogadus saida)
03,0304793000-30-00,Whiting (Merlangius merlangus)
03,0304795000-50-00,Blue grenadier (Macruronus novaezelandiae)
03,0304798000-80-00,Ling (Molva spp.)
03,0304799000-90-00,Other
03,0304810000-00-00,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
03,030482**00-**-00,"Of the species Oncorhynchus mykiss, weighing more than 400 g each"
03,0304821000-10-00,"Of the species Oncorhynchus mykiss, weighing more than 400 g each"
03,0304825000-50-00,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster
03,0304829000-90-00,Other
03,030483**00-**-00,Plaice (Pleuronectes platessa)
03,0304831000-10-00,Plaice (Pleuronectes platessa)
03,0304833000-30-00,Flounder (Platichthys flesus)
03,0304835000-50-00,Megrim (Lepidorhombus spp.)
03,0304839000-90-00,Other
03,0304840000-00-00,Swordfish (Xiphias gladius)
03,0304850000-00-00,Toothfish (Dissostichus spp.)
03,0304860000-00-00,"Herrings (Clupea harengus, Clupea pallasii)"
03,0304870000-00-00,"Tuna (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)"
03,030488**00-**-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0304881*00-1*-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0304881100-11-00,Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)
03,0304881500-15-00,Porbeagle shark (Lamna nasus)
03,0304881800-18-00,Blue shark (Prionace glauca)
03,0304881900-19-00,Other
03,0304889000-90-00,Rays and skates (Rajidae)
03,030489**00-**-00,Freshwater fish
03,0304891000-10-00,Freshwater fish
03,0304892*00-2*-00,Of the species Sebastes marinus
03,0304892100-21-00,Of the species Sebastes marinus
